Лащенко;Болеслав
Семкович;Уличан
Демешко;Надій
Сірченко;Боримир
Крупко;Ясен
Заліщук;Хранимир
Бандера;Єгор
Маньковський;Юлій
Чорногуз;Ждан
Белоненко;Надій
Мушкетик;Толислав
Чечет;Зорян
Кричевський;Мизамир
Шуліка;Іоанн
Макогон;Шерлок
Безпалько;Жито
Борисюк;Євгеній
Демчак;Ярош
Єрмоленко;Юрій
Душенко;Чернин
Кулішенко;Земислав
Світличний;Дорогомисл
Грищук;Юхим
Манько;Громовик
Коваленко;Оримир
Матюшенко;Йошка
Зайченко;Ус
Станкевич;Царук
Савойка;Конон
Кучерявий;Цвітан
Бучацький;Юліан
Починок;Цвітан
Мацко;Йоган
Сереженко;Флор
Рожок;Творимир
Пахолюк;Христофор
Лещенко;Антон
Марковичі;Гатусил
Ярошенко;Євгеній
Гулик;Адріян
Ангелович;Есфір
Барілко;Юхим
Шанковська;Ростичара
Коцур;Єфросинія
Гуржій;Атена
Безпалків;Вілена
Марусик;Зореслава
Положій;Явдоха
Макух;Толигніва
Губенко;Карина
Ігнатенко;Божена
Гонта;Ісидора
Чайківська;Щазина
Гузар;Владислава
Шепарович;Олена
Вишиваний;Рогніда
Стецько;Євдокія
Баланчук;Уляна
Білецька;Русява
Буряк;Поляна
Радкевич;Меланія
Лаба;Лариса
Єднак;Йовілла
Прокопович;Броніслава
Семеніхіна;Елла
Дяченко;Шарлота
Савчак;Зоря
Стефаник;Белла
Данченко;Ореста
Бабюк;Єва
Цибулько;Роксана
Манзій;Афіна
Перетятько;Емілія
Манастирська;Ждана
Дочинець;Йосифата
Трух;Зоря
Козаченко;Юстина
Зайчук;Богуслава
Лашкевичі;Малуша
Лисяк;Харита
Мирон;Ганна
Борачок;Щедра
Носенко;Ія
Лімниченко;Інеса
Куземська;Марта
Греба;Борислава
Дзерович;Бажана
Зинов'єв;Мудролюба
Поляк;Олена
Коркішко;Рошель
Закусило;Ігорина
Гураль;Мирана
Бойчук;Надія
Асаула;Поліна
Романенко;Беатриса
Федорів;Мечислава
Кравчик;Йосифата
Гладких;Фота
Ігнатченко;Шанетта
Піковець;Щедриця
Башполченко;Бажана
Литвинюк;Харитина
Гамалія;Уляна
Тарасюк;Христя
Данько;Жозефіна
Балі;Ельвіра
Жуковська;Світогора
Мойся;Свободана
Коваль;Палазга
Животко;Гелена
Балтача;Елвіна
Лимаренко;Агапія
Гордасевич;Ася
Грушецька;Златоуста
Микитенко;Калина
Міщук;Артеміза
Ватуля;Донна
Семенченко;Текля
Поплавська;Сонцелика
Костенецька;Святогора
Жданович;Белла
Дудинська;Єлизавета
Покотило;Улита
Костюченко;Харитина
Семків;Жозефіна
Лозинська;Аглая
Фісун;Улита
Лижечка;Валерія
Лубенець;Ромашка
Ткачик;Світояра
Стеченко;Йосифата
Фастенко;Руслана
Галайчук;Феодора
Єсипенко;Хівря
Орлик;Чеслава
Філіпчук;Феодосія
Голота;Ядвіга
Дудик;Цецілія
Збаразька;Харитина
Гайовий;Уляна
Крітенко;Євгенія
Макух;Чеслава
Ніжинська;Елла
Врублевська;Чеслава
Вакуленко;Аурика
Фурсенко;Чеслава
Чухрай;Улита
Кульчицька;Іларія
Пилатюк;Щедра
Яремко;Любаня
Корницька;Пульхера
Кухарська;Павла
Шкабар;Христина
Борщ;Катря
Мойсеєнко;Цвітана
Людкевич;Гаїна
Шкурат;Роксолана
Гальчак;Творимира
Василик;Адріана
Лащенко;Олімпіада
Роздобудько;Августа
Гладкий;Соня
Тарасенко;Яна
Осика;Йосифата
Холостенко;Щазина
Гогоцька;Жанна
Штокалко;Орися
Скороход;Єпистима
Стецюк;Йосипа
Лось;Золотодана
Лупейко;Еммануїла
Юхимович;Бажана
Гальчук;Дарія
Брюховецька;Клара
Яковишин;Пистина
Мулярчук;Щедриця
Лисенчук;Щавелина
Рихло;Ярина
Подерв'янська;Рідна
Вертинська;Незабудка
Стус;Рошель
Курилюк;Рогніда
Бориско;Йовілла
Вайда;Щедра
Котик;Мечислава
Скрипаль;Маїна
Шамрай;Яромира
Миколаєнко;Ксенія
Мамчур;Земфіра
Ребрик;Филіцата
Семененко;Йовілла
Туркула;Есфір
Павлович;Христя
Рябошапка;Любов
Ільчук;Йовілла
Томащук;Купава
Давидченко;Жадана
Кобець;Цвітана
Колбасюк;Фотинія
Клочко;Йосипа
Василашко;Забава
Шнайдер;Чеслава
Довгань;Силата
Дичковська;Сюзанна
Дідицька;Любаня
Гаврильченко;Фекла
Гамченко;Дорофея
Прохасько;Лукина
Шептицька;Ніка
Гулак-Артемовська;Хриса
Курилло;Роналіна
Білоножко;Явдоха
Будянська;Магадара
Кучерява;Явдоха
Огієнко;Єкатерина
Лопата;Христина
Повстенко;Ляна
Макієнко;Нонна
Долиняк;Уляна
Шепель;Шушана
Палей;Глафіра
Ткач;Златоуста
Посунько;Улита
Вакуленко;Ядвіга
Чоловська;Цецілія
Січинська;Фросина
Мацієвська;Лукина
Андрієвська;Гафія
Туптало;Твердогоста
Юркевич;Йосипа
Щука;Карина
Карпеченко;Нонна
Полюга;Євгенія
Гомоляка;Еммануїла
Івко;Жадана
Онищук;Жозефіна
Малько;Йосифата
Тищик;Щазина
Заруцька;Еммануїла
Сенюк;Єфросинія
Домбровський;Царко
Гуденко;Радослав
Бережнюк;Куйбіда
Піснячевський;Худан
Садовий;Устим
Гасенко;Єгор
Терещук;Хвала
Кудрик;Йоханес
Севрук;Турбрід
Ханенки;Фауст
Равикович;Гордислав
Гончарук;Остромисл
Балабуха;Ярослав
Крижановський;Царук
Кришталь;Федір
Приходько;Любозар
Кіндрачук;Божедар
Мухопад;Рафаїл
Баль;Шерлок
Гордієвський;Одинець
Воєвода;Найден
Кошовий;Фрол
Короленко;Наслав
Лісняк;Уличан
Олеськів;Мирон
Макар;Щастибог
Безщасний;Фрол
Чех;Олександр
Урбанович;Ростислав
Баранник;Тихон
Вовк;Живослав
Вінтоняк;Жито
Мацура;Євстафій
Семенець;Людислав
Огієвський;Федір
Довбня;Дій
Гордасевич;Матвій
Зелінка;Хотибор
Мілютенко;Житомир
Макух;Лоліт
Скоба;Захарій
Похилевич;Устим
Саєвич;Тимур
Макотерський;Білян
Рогозний;Родан
Тягнибок;Пилип
Дядюра;Корнило
Козубенко;Хотибор
Бурко;Дмитро
Жабокрицький;Надій
Мащенко;Чеслав
Зноба;Оремів
Лучук;Хвала
Багінський;Любозар
Гречко;Пантелеймон
Сільченко;Щастибог
Гуцало;Твердигост
Поровський;Веселан
Заболотний;Євстафій
Радько;Андрон
Гайдученко;Лютобор
Бурлюк;Любодар
Гонський;Княжослав
Мацапура;Цвітан
Роєнко;Едуард
Васюник;Григорій
Врецьона;Устим
Головатий;Лютобор
Зволінський;Тихон
Недря;Триріг
Борушенко;Микита
Юрій;Чесмил
Лемак;Щедрогост
Березенко;Степан
Башполченко;Величко
Одайник;Явір
Леоненко;Живорід
Онищак;Вітан
Івченко;Шаміль
Паскевич;Богдан
Каніщенко;Мир
Лісовенко;Юхим
Бердаль;Собімир
Гаврилко;Федір
Давиденко;Олекса
Давимука;Потап
Кульчинський;Уличан
Трощинський;Андрон
Нагірний;Никифор
Андрусяк;Триріг
Довгаль;Щек
Перепелиця;Йосип
Чекалюк;Флор
Добжанський;Юрій
Кривенко;Чеслав
Капінос;Юрій
Солдатенко;Златоус
Люценко;Йошка
Крупський;Буревіст
Колісник;Юхим
Лазорський;Нагнибіда
Олексенко;Еразм
Майкович;Будислав
Равлюк;Хорошко
Найдіч;Біловид
Бойчишин;Авксентій
Ніколаєнко;Хвалибог
Бабко;Никифор
Бойчук;Флор
Коморовський;Іларіон
Плужник;Ярополк
Байбуза;Твердигост
Михайлицький;Еразм
Бабанський;Еразм
Русанівський;Алевтин
Андрощук;Чесмил
Бурбак;Тимур
Калиновський;Життєлюб
Лесько;Соломон
Рева;Ігор
Грабець;Данко
Липа;Ратислав
Бабич;Рогволод
Гладишовський;Чернин
Кривонос;Йоханес
Катрич;Олександр
Босик;Фрол
Тершаковець;Щастибог
Горняткевич;Устим
Ромащенко;Устим
Борейко;Царко
Слабченко;Бажан
Гульченко;Роман
Гладій;Євгеній
Лисецький;Костянтин
Басса;Будимир
Юденко;Родослав
Огородник;Найден
Яремко;Любим
Ґалаґан;Панас
Яблонський;Рус
Васьків;Предислав
Чмелик;Арсен
Мудрий;Конон
П'ятаченко;Ус
Павлюченко;Йосип
Мацола;Омелян
Максимчук;Фрол
Бурій;Оремів
Жайворонок;Мирослав
Куценко;Євгеній
Борковський;Уличан
Федорців;Явір
Найдіч;Тімох
Куновський;Володислав
Вівчарик;Зіновій
Золотницький;Живослав
Поплавський;Лука
Коломацький;Осмомисл
Никоненко;Величко
Носковський;Полян
Горностай;Йошка
Янчик;Захар
Колосюк;Явір
Дараган;Позвізд
Байбуза;Хотимир
Чаговець;Флор
Станкевич;Немир
Сіяк;Чернин
Бутницький;Тимур
Черненко;Єгор
Ульянченко;Максим
Салійчук;Йошка
Улицький;Лоліт
Денисюк;Царко
Толочко;Твердислав
Бакунець;Чара
Бідняк;Йонас
Сельський;Еммануїл
Скуратівський;Олег
Жаліло;Дар
Длугош;Андрон
Здоренко;Корнило
Гошовські;Громовик
Когут;Щек
Демедюк;Чесмил
Горовенко;Вогнян
Карнаушенко;Щек
Бутенко;Світлогор
Ярош;Киян
Бурлюк;Юлій
Середюк;Ратибор
Біляцький;Щастибог
Сеньків;Щастибог
Клочко;Євлампій
Борщ;Немир
Мацюк;Триріг
Хміль;Йосип
Тудор;Рожана
Гаврилів;Чеслава
Бородай;Барбара
Григоріїв;Тамара
Івахів;Елла
Гривко;Харитина
Ланова;Єпистима
Кривда;Незабудка
Ющенко;Богдана
Корнелюк;Мелітина
Дем'янюк;Фаїна
Косик;Юлина
Лизогуб;Шарлота
Томащук;Феодосія
Баклан;Милодара
Танцюра;Еммануель
Остапчук;Перемисла
Химинець;Щазина
Козленко;Любислава
Конотопенко;Гаїна
Белькевич;Христя
Верхратська;Чеслава
Гамалія;Таїсія
Корнієнко;Гертруда
Целуйко;Октавія
Карась;Барбара
Сиченко;Щедриця
Чередник;Світолюба
Верхола;Ждана
Лось;Борислава
Косарчин;Гафія
Шишацька;Єлизавета
Нагорняк;Броніслава
Гавриш;Фотина
Рошко;Фотина
Томенко;Юзефа
Бондар;Йосипа
Данилейко;Щазина
Ватуля;Віталіна
Врецьона;Йовілла
Пилипишина;Роналіна
Семенчук;Йосипа
Пазенко;Цвітана
Назаркевич;Фота
Безкровний;Забава
Лазор;Єкатерина
Горобець;Єлизавета
Рябець;Пистина
Сінько;Ріанна
Малашенко;Текля
Савченко;Павла
Кулішенко;Харитя
Василашко;Августа
Глібовицька;Яніна
Гаврилів;Жозефіна
Матейко;Одарка
Мацієвич;Цецілія
Слюзар;Шушана
Котовська;Квітослава
Сердюк;Клавдія
Циганок;Радомира
Яценюк;Софія
Каденюк;Антонія
Петрановська;Аїда
Марков;Броніслава
Уманець;Йовілла
Костюченко;Ніка
Грицьків;Харитина
Колесса;Аполлонія
Дроздовська;Доротея
Булатович;Чеслава
Турченко;Глафира
Капінос;Жанна
Медведенко;Любов
Остапчук;Дорофея
Опришко;Ждана
Ничай;Шушана
Ємельяненко;Жадана
Божок;Пріська
Любович;Улита
Наріжна;Радмила
Мацюра;Квітка
Смогоржевська;Чеслава
Ястремська;Наталія
Заяць;Клара
Гуцало;Любислава
Дем'янюк;Харитина
Чечель;Перелюба
Бегма;Естер
Коробчинська;Филікитата
Жирко;Йовілла
Медуниця;Домаха
Малашенко;Чеслава
Ковбасюк;Ладомила
Коструба;Яромира
Греба;Сніжана
Кобець;Зоя
Ніжинська;Зоря
Котляренко;Йовілла
Мацола;Ус
Адамович;Альберт
Єлейко;Серафим
Макарушка;Юлій
Журба;Устим
Гаврилець;Царко
Буринський;Жито
Слободяник;Шарль
Кривко;Ізяслав
Скирда;Будимил
Жевченко;Никифор
Войцехівський;Жадан
Безпаленко;Ус
Григорук;Ус
Деряжний;Чернин
Зацний;Іларіон
Атаманчук;Анастасій
Дочинець;Добриня
Онищак;Живосил
Русецький;Родослав
Рубаненко;Драган
Мочурад;Водотрав
Паращук;Полян
Наконечний;Благовіст
Литовченко;Ратимир
Біланюк;Олекса
Шпек;Шерлок
Лященко;Перемил
Пінчук;Хорив
Вовкодав;Дем'ян
Яцик;Дивозір
Даценко;Квітан
Тимчук;Щастислав
Трохимчук;Честислав
Зубченко;Цвітан
Кулішенко;Йозеф
Клеван;Цвітан
Глущак;Едуард
Січинський;Власт
Павлишин;Корнелій
Грибовський;Вірослав
Ульяненко;Зиновій
Поплавський;Терентій
Бучко;Цвітан
Юрків;Афанасій
Кулинич;Царук
Холоша;Яровид
Сушинський;Марко
Гудзенко;Андрій
Назарук;Гордодум
Маценко;Йонас
Кусень;Царук
Буняк;Йомер
Гісем;Найден
Горбенко;Чеслав
Ладика;Цвітан
Наєнко;Христофор
Абрамець;Радослав
Худенко;Чара
Гладкий;Богдан
Лук'яненко;Євгеній
Танчаковський;Пересвіт
Литвинюк;Сокіл
Лесюк;Жито
Аніщенко;Івантослав
Коман;Колодар
Бровко;Горисвіт
Радецький;Куйбіда
Єльченко;Євген
Ейбоженко;Конон
Тищенко;Жадан
Лисенко;Ізяслав
Христенко;Лука
Асаула;Еміль
Польний;Єгор
Пантелюк;Лаврін
Воробкевич;Яромил
Силенко;Ігор
Харченко;Сніжан
Гуцуляк;Царко
Ковтонюк;Юрій
Борушенко;Яртур
Борщевський;Величко
Острянин;Уличан
Сінчук;Білослав
Матійко;Щедрогост
Лубенець;Волелюб
Єрмоленко;Лев
Трух;Любовир
Романчук;Устим
Сачко;Немир
Бабченко;Ілля
Каспрук;Йосип
Палей;Творислав
Приймаченко;Ладо
Мартиненко;Івантослав
Ковальчик;Гордята
Ґерус;Єгор
Галька;Честислав
Григорович-Барська;Чеслава
Щегельська;Наталя
Єременко;Купава
Щурат;Йосипа
Курило;Ждана
Андрусяк;Соломія
Скопенко;Уляна
Тихенко;Юхима
Лазорська;Дарія
Каськів;Еріка
Микитенко;Аполлінарія
Федорин;Зоя
Юденко;Чеслава
Глобенко;Чеслава
Яроцька;Острозора
Івановська;Ія
Грушецька;Агафія
Гулий;Яніна
Підлужна;Родослава
Армашенко;Христя
Бучко;Христина
Міщук;Агнеса
Василевська;Олександра
Ющенко;Єпистима
Мілютенко;Роксолана
Черевко;Роксолана
Самійленко;Звенислава
Покальчук;Богуслава
Біденко;Дзвінка
Кибкало;Медорада
Тітарчук;Йосипа
Заяць;Феодора
Бездітко;Калина
Куцевич;Калина
Щука;Діна
Заверталюк;Олімпія
Дочинець;Йосифата
Велигорська;Осипа
Костів;Ладомила
Ткачук;Устина
Короткевич;Броніслава
Кириленко;Зінаїда
Богаченко;Найда
Маценко;Юхимина
Поворозник;Ріана
Киричук;Малуша
Лебеденко;Сологуба
Гамченко;Гертруда
Фенько;Йосипа
Малик;Цецілія
Сак;Гликерія
Карташевська;Устина
Кравчук;Йосифата
Мусієнко;Ельвіра
Циганик;Земфіра
Макогон;Йовілла
Репетило;Інна
Рожко;Векла
Ромашко;Уляна
Макаревич;Кора
Жабченко;Йосипа
Семеняк;Уляна
Ерстенюк;Йовілла
Брикович;Анна
Лукавецька;Щедриця
Устимович;Агрипина
Гладкий;Шарлота
Оробко;Доротея
Стефанко;Йосипа
Слюсарчук;Любаня
Мурська;Чеслава
Гошовська;Наталка
Олеськів;Галина
Малишенко;Едіта
Голота;Шарлота
Одарченко;Ірина
Жоравка;Дзвінка
Кучерява;Божена
Кікоть;Єлизавета
Світлицька;Богуслава
Череватенко;Чеслава
Доленко;Віліна
Лопата;Ореста
Цибенко;Цвітана
Кубів;Уляна
Семеняк;Корнелія
Мисько;Артемія
Кущієнко;Тава
Сосенко;Харита
Колодуб;Йосипа
Наєнко;Улита
Орленко;Афіна
Смолій;Цвітана
Бабак;Чеслава
Паляниця;Харита
Шелудченко;Аделіна
Бутник;Іларія
Слюсарчук;Югина
Стадницька;Острозора
Дем'янчук;Славобор
Шкурат;Устим
Симиренко;Никифор
Демешко;Києслав
Пилипченко;Віталій
Сагайдак;Мусій
Ломацький;Августин
Лаврівський;Йошка
Грицьків;Денис
Житинський;Едуард
Стасів;Красун
Базавлученко;Судивой
Махиня;Еммануїл
Ковтуненко;Єгор
Погорецький;Арсен
Гамалій;Степан
Бабариченко;Устим
Гулак-Артемовський;Хотян
Андрухів;Царко
Девдюк;Славомир
Мацюра;Добрик
Юрик;Ус
Корбан;Нігослав
Балакунець;Зореслав
Курбас;Ярош
Вітченко;Пимон
Джима;Флор
Курдидик;Далібор
Костирко;Есфір
Макух;Хорив
Храпливий;Найден
Авдієвський;Одинець
Стефанівський;Осмомисл
Підгорний;Йоханес
Пушкар;Звенимир
Вітренко;Білян
Людкевич;Магадар
Федишин;Яросвіт
Гоголь;Вишата
Довганик;Пимен
Бучко;Лаврін
Любенецький;Есфір
Лизогуб;Водотрав
Воєвода;Йозеф
Гогоцький;Охрім
Шморгун;Колодар
Брилинський;Честислав
Новаківський;Еммануїл
Авраменко;Цвітан
Дзерин;Первушко
Шарій;Чара
Єфименко;Юлій
Олешко;Татомир
Коробчук;Живосил
Рябоконь;Непобор
Янушевський;Андрій
Суходуб;Потап
Носковський;Мусій
Прядко;Колодій
Федецький;Крилач
Ковінька;Тихон
Бабійчук;Михайло
Хомик;Євгеній
Барна;Вакула
Паламаренко;Білян
Андріяшев;Сармат
Кривинюк;Жито
Царенко;Гатуслав
Франчук;Фрол
Яснопольський;Далібор
Лисянський;Чеслав
Янчевецький;Ізяслав
Дідицький;Драгомир
Марковичі;Радимир
Вітошинський;Охрім
Василечко;Добриня
Гурик;Фрол
Квятковський;Єгор
Міщук;Творислав
Паламарчук;Фауст
Братковський;Царук
Драган;Буймир
Куропась;Уличан
Баліцький;Корнило
Стегній;Нігослав
Ружицький;Лютомисл
Шкурат;Чернин
Булаєнко;Йонас
Смаль;Еммануїл
Іващук;Пантелеймон
Сохань;Назарій
Гузій;Хорив
Ігнатченко;Еммануїл
Шекун;Радослав
Євтушок;Юлій
Вороний;Княжослав
Лелюк;Юліан
Гаркуша;Щастислав
Васкул;Світовид
Плішка;Христя
Савчук;Дзвенислава
Крисько;Іларія
Гнатишак;Василина
Смаль-Стоцька;Капитолина
Чаленко;Нінель
Носаль;Йосипа
Романченко;Пріська
Дивак;Віліна
Бемер;Февросія
Веселовська;Чеслава
Шумейко;Віта
Герасимець;Шанетта
Пелещишин;Світолика
Карасюк;Хриса
Рик;Чеслава
Деряжний;Щедра
Баранович;Ніка
Стояновська;Юдиф
Малежик;Юхимія
Брикович;Віталіна
Карпека;Ельвіра
Шпек;Устина
Великий;Іларія
Миклуха;Яромира
Снігур;Юхимина
Костенко;Лада
Лапчинська;Емілія
Вознюк;Красимира
Степанченко;Півонія
Юшневська;Парасковія
Будай;Йосипа
Криклій;Ядвіга
Стаднюк;Жанна
Філевич;Елла
Голуб;Цецілія
Дроб'язко;Зоя
Сергійчук;Жадана
Ліщинська;Христина
Бажан;Фаїна
Нечай;Стелла
Багмут;Євдокія
Філоненко;Елла
Русецька;Владлена
Скрипаль;Явдоха
Гриценко;Милована
Василенко;Шанетта
Долиняк;Харита
Мозіль;Ревека
Гуцуляк;Капитолина
Юрик;Жозефіна
Товт;Ростичара
Мацура;Звенислава
Білошицька;Шушана
Дончук;Жозефіна
Лісунов;Жадана
Ластовецька;Христина
Стасенко;Юліанна
Теленько;Шанетта
Паученко;Ганна
Киричук;Соломонія
Вітенко;Чеслава
Шеренгова;Красимира
Колотило;Чеслава
Степанюк;Йовілла
Демидась;Харита
Полтавець;Неля
Остапюк;Бажана
Сосенко;Пава
Косенко;Щедра
Шульженко;Ірина
Бабариченко;Єкатерина
Зноско-Боровська;Беатриса
Долиняк;Шанетта
Білостоцька;Дана
Заверталюк;Сосанна
Андрейчин;Ядвіга
Бутовичі;Твердогоста
Богун;Йосипа
Циба;Славомила
Ситенко;Улита
Онопенко;Нінель
Сохань;Фотина
Шведченко;Устина
Желиборська;Віринея
Єрошенко;Полеза
Лазор;Лола
Щука;Жадана
Христова;Ріана
Босенко;Силолюба
Лещенко;Квітослава
Біленко;Миловида
Єсипенко;Есфір
Олесь;Рада
Конопля;Броніслава
Макаренко;Євфросинія
Ємець;Чеслава
Потульницька;Йовілла
Шевчук;Дзвенислава
Савенко;Євген
Мацапура;Есфір
Дорошкевич;Живорід
Ставничий;Іван
Настенко;Сердитко
Гребенченко;Йошка
Немирович;Йозеф
Драк;Хвалибог
Овчаренко;Зиновій
Буринський;Ладо
Марков;Бративой
Бутко;Чара
Шульга;Києслав
Лук'яненко;Августин
Михальчишин;Густомисл
Барвінок;Зореслав
Гінзбург;Шарль
Вербіцький;Корнилій
Шепель;Першик
Голубець;Флор
Стефанко;Фауст
Жученко;Пилип
Сироватський;Жадан
Бідило;Йошка
Паторжинський;Чеслав
Авдієвський;Ярема
Паливода;Цвітан
Санін;Йозеф
Баранець;Рафаїл
Авратинський;Полян
Куцевол;Чесмил
Стрижеус;Зборислав
Токар;Горисвіт
Цапенко;Яснозір
Покропивний;Цвітан
Созанський;Єгор
Городнюк;Колодар
Суховерський;Звенимир
Ярина;Рід
Горовенко;Шаміль
Онацький;Щедрогост
Лазарчук;Брячислав
Процюк;Олекса
Царук;Ус
Заячківський;Радогост
Андрієвський;Честислав
Швець;Любодар
Мілян;Добродум
Запорожець;Хранимир
Яцишин;Артем
Гривко;Щастибог
Бунечко;Царук
Чуприна;Цвітан
Пушкар;Царук
Кальченко;Юліан
Пироженко;Милослав
Яснопольський;Остромов
Шиян;Арсеній
Жила;Авксентій
Потушняк;Щастибог
Охрімчук;Предислав
Ющук;Яр
Мацура;Бажан
Філь;Стефаній
Куйбіда;Держислав
Герасименко;Творислав
Клинчук;Хвала
Дичковський;Йозеф
Супруненко;Нігослав
Дроб'язко;Таросик
Малежик;Нагнибіда
Байбуза;Демид
Горбатюк;Щек
Штокалко;Євген
Коробчинський;Житомир
Мовчан;Собібор
Шпирка;Світовид
Циба;Толислав
Грушкевич;Уличан
Лисецький;Будислав
Складан;Цвітан
Чернецький;Густомисл
Батюк;Фрол
Складан;Йошка
Винар;Оремів
Булатович;Княжослав
Старицький;Хранимир
Отрощенко;Русан
Федишин;Пор
Ощипко;Іоанн
Зуб;Татомир
Білокінь;Честислав
Заброда;Йосеф
Стрельченко;Немир
Кохан;Павло
Давиденко;Густомисл
Станко;Полян
Романюк;Щастислав
Горобець;Христофор
Бобошко;Захарій
Костенецький;Йонас
Крижко;Шаміль
Коман;Назарій
Романенко;Йозеф
Андрейченко;Перемил
Самусь;Ярополк
Лончина;Гордослав
Кулиняк;Толигнів
Лукань;Царко
Мариняк;Зіновій
Безпаленко;Пребислав
Гнідичі;Уличан
Бутник;Володимир
Кобзистий;Вадим
Кулішенко;Турбрід
Давидюк;Роксолан
Королюк;Воля
Курилюк;Царук
Коровицький;Життєлюб
Багрій;Тарас
Тітаренко;Йосип
Федина;Красун
Топольницький;Бажан
Ребрик;Гранислав
Дольницький;Уличан
Степовий;Захар
Карпека;Атанас
Боженко;Щастислав
Савчин;Йоханес
Лисицький;Устим
Анищенко;Флор
Острозький;Тарослав
Щасний;Хвала
Лобода;Автоном
Максюта;Ладолюб
Трохимчук;Йошка
Коркішко;Маврикій
Мінченко;Онуфрій
Каніболоцький;Корній
Біба;Остромов
Лівицький;Голубко
Герасименко;Чернин
Дичковський;Княжослав
Сагайдачний;Кузьма
Кучеренко;Йозеф
Мордань;Колодар
Ромащенко;Олесь
Мірошниченко;Велемир
Грабович;Честислав
Опришко;Вратислав
Андрійчук;Юхим
Семашко;Азарій
Довбуш;Еммануїл
Бевзенко;Живорід
Марушевський;Нестор
Пшеничний;Юрій
Лащенко;Болеслав
Семкович;Уличан
Демешко;Надій
Сірченко;Боримир
Крупко;Ясен
Заліщук;Хранимир
Бандера;Єгор
Маньковський;Юлій
Чорногуз;Ждан
Белоненко;Надій
Мушкетик;Толислав
Чечет;Зорян
Кричевський;Мизамир
Шуліка;Іоанн
Макогон;Шерлок
Безпалько;Жито
Борисюк;Євгеній
Демчак;Ярош
Єрмоленко;Юрій
Душенко;Чернин
Кулішенко;Земислав
Світличний;Дорогомисл
Грищук;Юхим
Манько;Громовик
Коваленко;Оримир
